,id_expense,value,date,account_number,category_id,main_category,secondary_category,balance_account_1111,balance_account_2222,balance_account_3333,total_balance
1272,1273,-96.65,2025-08-16,3333,13,Leisure,Activities,45339.200000000004,24763.51000000001,29392.569999999967,99495.27999999998
576,577,-715.83,2025-08-17,3333,9,Holidays,Airplane,45339.200000000004,24763.51000000001,28676.739999999965,98779.44999999998
1240,1241,-37.07,2025-08-17,2222,26,Public Transports,Bus,45339.200000000004,24726.44000000001,28676.739999999965,98742.37999999998
1035,1036,-82.81,2025-08-17,3333,3,Purchases,Home Items,45339.200000000004,24726.44000000001,28593.929999999964,98659.56999999998
678,679,222.99,2025-08-19,1111,12,Income,Investiments,45562.19,24726.44000000001,28593.929999999964,98882.55999999997
1146,1147,-11.46,2025-08-20,1111,25,Public Transports,Train,45550.73,24726.44000000001,28593.929999999964,98871.09999999998
1794,1795,-191.22,2025-08-20,1111,18,Health,Medical Appointments,45359.51,24726.44000000001,28593.929999999964,98679.87999999998
1407,1408,-482.75,2025-08-20,3333,10,Holidays,Hotel Stays,45359.51,24726.44000000001,28111.179999999964,98197.12999999998
163,164,-27.07,2025-08-20,2222,26,Public Transports,Bus,45359.51,24699.37000000001,28111.179999999964,98170.05999999997
856,857,-16.26,2025-08-21,2222,26,Public Transports,Bus,45359.51,24683.11000000001,28111.179999999964,98153.79999999997
549,550,-51.98,2025-08-21,3333,28,Clothing,Clothes,45359.51,24683.11000000001,28059.199999999964,98101.81999999998
1913,1914,-783.08,2025-08-22,1111,4,Purchases,Electronics,44576.43,24683.11000000001,28059.199999999964,97318.73999999998
1847,1848,-82.92,2025-08-23,1111,25,Public Transports,Train,44493.51,24683.11000000001,28059.199999999964,97235.81999999998
1280,1281,-53.54,2025-08-24,3333,25,Public Transports,Train,44493.51,24683.11000000001,28005.659999999963,97182.27999999997
1776,1777,-37.48,2025-08-24,1111,21,Health,Pharmacy,44456.03,24683.11000000001,28005.659999999963,97144.79999999997
1702,1703,-42.5,2025-08-24,3333,16,Leisure,Restaurant,44456.03,24683.11000000001,27963.159999999963,97102.29999999997
348,349,-76.11,2025-08-25,1111,25,Public Transports,Train,44379.92,24683.11000000001,27963.159999999963,97026.18999999997
1665,1666,-131.04,2025-08-26,1111,2,Car,Maintenance,44248.88,24683.11000000001,27963.159999999963,96895.14999999997
1044,1045,-81.06,2025-08-27,1111,13,Leisure,Activities,44167.82,24683.11000000001,27963.159999999963,96814.08999999997
1640,1641,-85.27,2025-08-27,3333,16,Leisure,Restaurant,44167.82,24683.11000000001,27877.889999999963,96728.81999999998
1535,1536,-63.42,2025-08-27,1111,16,Leisure,Restaurant,44104.4,24683.11000000001,27877.889999999963,96665.39999999997
341,342,-47.54,2025-08-27,1111,25,Public Transports,Train,44056.86,24683.11000000001,27877.889999999963,96617.85999999999
368,369,-1034.81,2025-08-28,2222,9,Holidays,Airplane,44056.86,23648.30000000001,27877.889999999963,95583.04999999996
1520,1521,-74.36,2025-08-28,1111,21,Health,Pharmacy,43982.5,23648.30000000001,27877.889999999963,95508.68999999997
1301,1302,-205.48,2025-08-28,3333,7,Home Expenses,Heating,43982.5,23648.30000000001,27672.409999999963,95303.20999999998
973,974,-86.24,2025-08-28,1111,1,Car,Fuel,43896.26,23648.30000000001,27672.409999999963,95216.96999999997
598,599,-254.47,2025-08-30,1111,15,Groceries,Groceries,43641.79,23648.30000000001,27672.409999999963,94962.49999999997
185,186,346.03,2025-08-31,2222,12,Income,Investiments,43641.79,23994.33000000001,27672.409999999963,95308.52999999997
723,724,-100.39,2025-08-31,3333,16,Leisure,Restaurant,43641.79,23994.33000000001,27572.019999999964,95208.13999999997
430,431,-27.05,2025-09-01,3333,21,Health,Pharmacy,43641.79,23994.33000000001,27544.969999999965,95181.08999999997
128,129,-1200.0,2025-09-01,2222,8,Home Expenses,Rent,43641.79,22794.33000000001,27544.969999999965,93981.08999999997
728,729,-284.77,2025-09-02,3333,15,Groceries,Groceries,43641.79,22794.33000000001,27260.199999999964,93696.31999999998
131,132,12000.0,2025-09-03,3333,17,Income,Salary,43641.79,22794.33000000001,39260.19999999997,105696.31999999998
1009,1010,-657.25,2025-09-03,3333,23,Taxes,Income Taxes,43641.79,22794.33000000001,38602.94999999997,105039.06999999998
1495,1496,-647.09,2025-09-03,3333,9,Holidays,Airplane,43641.79,22794.33000000001,37955.85999999997,104391.97999999998
129,130,-40.0,2025-09-03,2222,19,Health,Gym,43641.79,22754.33000000001,37955.85999999997,104351.97999999998
1758,1759,-785.68,2025-09-04,2222,9,Holidays,Airplane,43641.79,21968.65000000001,37955.85999999997,103566.29999999997
130,131,-100.0,2025-09-05,3333,20,Health,Health Insurance,43641.79,21968.65000000001,37855.85999999997,103466.29999999997
307,308,-76.86,2025-09-05,2222,16,Leisure,Restaurant,43641.79,21891.790000000008,37855.85999999997,103389.43999999997
1868,1869,-37.23,2025-09-05,2222,26,Public Transports,Bus,43641.79,21854.56000000001,37855.85999999997,103352.20999999998
1687,1688,-20.0,2025-09-05,1111,24,Telecom,Telecom,43621.79,21854.56000000001,37855.85999999997,103332.20999999998
963,964,-41.72,2025-09-06,1111,5,Home Expenses,Water,43580.07,21854.56000000001,37855.85999999997,103290.48999999998
1760,1761,-16.57,2025-09-06,1111,25,Public Transports,Train,43563.5,21854.56000000001,37855.85999999997,103273.91999999998
1334,1335,-48.18,2025-09-07,3333,5,Home Expenses,Water,43563.5,21854.56000000001,37807.67999999997,103225.73999999999
782,783,-108.69,2025-09-09,2222,1,Car,Fuel,43563.5,21745.87000000001,37807.67999999997,103117.04999999999
944,945,-56.42,2025-09-10,3333,3,Purchases,Home Items,43563.5,21745.87000000001,37751.25999999997,103060.62999999998
1906,1907,-85.08,2025-09-11,1111,15,Groceries,Groceries,43478.42,21745.87000000001,37751.25999999997,102975.54999999999
1631,1632,-127.77,2025-09-11,1111,11,Holidays,Extra Holiday Expenses,43350.65,21745.87000000001,37751.25999999997,102847.77999999998
677,678,-30.3,2025-09-11,1111,14,Leisure,Bar,43320.35,21745.87000000001,37751.25999999997,102817.47999999998
734,735,-144.16,2025-09-14,3333,16,Leisure,Restaurant,43320.35,21745.87000000001,37607.09999999997,102673.31999999998
456,457,-50.05,2025-09-14,2222,6,Home Expenses,Electricity,43320.35,21695.82000000001,37607.09999999997,102623.26999999999
647,648,-77.23,2025-09-14,1111,27,Clothing,Shoes,43243.119999999995,21695.82000000001,37607.09999999997,102546.03999999998
1742,1743,-137.08,2025-09-14,1111,6,Home Expenses,Electricity,43106.03999999999,21695.82000000001,37607.09999999997,102408.95999999996
768,769,-43.26,2025-09-15,2222,5,Home Expenses,Water,43106.03999999999,21652.560000000012,37607.09999999997,102365.69999999998
553,554,-57.29,2025-09-16,3333,13,Leisure,Activities,43106.03999999999,21652.560000000012,37549.80999999997,102308.40999999997
1110,1111,994.37,2025-09-18,3333,12,Income,Investiments,43106.03999999999,21652.560000000012,38544.17999999997,103302.77999999997
1208,1209,-43.56,2025-09-18,1111,26,Public Transports,Bus,43062.479999999996,21652.560000000012,38544.17999999997,103259.21999999997
278,279,-66.35,2025-09-20,2222,16,Leisure,Restaurant,43062.479999999996,21586.210000000014,38544.17999999997,103192.86999999998
332,333,-219.7,2025-09-20,2222,28,Clothing,Clothes,43062.479999999996,21366.510000000013,38544.17999999997,102973.16999999998
711,712,-264.35,2025-09-20,3333,23,Taxes,Income Taxes,43062.479999999996,21366.510000000013,38279.82999999997,102708.81999999998
1741,1742,-43.69,2025-09-20,3333,21,Health,Pharmacy,43062.479999999996,21366.510000000013,38236.13999999997,102665.12999999998
1454,1455,-1075.04,2025-09-20,2222,9,Holidays,Airplane,43062.479999999996,20291.470000000012,38236.13999999997,101590.08999999998
1926,1927,-22.33,2025-09-21,1111,3,Purchases,Home Items,43040.149999999994,20291.470000000012,38236.13999999997,101567.75999999998
1039,1040,408.18,2025-09-22,1111,12,Income,Investiments,43448.329999999994,20291.470000000012,38236.13999999997,101975.93999999997
1637,1638,-25.46,2025-09-22,3333,26,Public Transports,Bus,43448.329999999994,20291.470000000012,38210.67999999997,101950.47999999998
323,324,-192.51,2025-09-23,2222,28,Clothing,Clothes,43448.329999999994,20098.960000000014,38210.67999999997,101757.96999999997
1762,1763,-67.15,2025-09-24,2222,16,Leisure,Restaurant,43448.329999999994,20031.810000000012,38210.67999999997,101690.81999999998
1919,1920,-175.79,2025-09-24,2222,27,Clothing,Shoes,43448.329999999994,19856.02000000001,38210.67999999997,101515.02999999997
1795,1796,-22.55,2025-09-24,1111,26,Public Transports,Bus,43425.77999999999,19856.02000000001,38210.67999999997,101492.47999999998
1511,1512,-173.8,2025-09-24,1111,15,Groceries,Groceries,43251.97999999999,19856.02000000001,38210.67999999997,101318.67999999996
1886,1887,-270.49,2025-09-25,3333,10,Holidays,Hotel Stays,43251.97999999999,19856.02000000001,37940.18999999997,101048.18999999997
849,850,-136.02,2025-09-26,1111,16,Leisure,Restaurant,43115.95999999999,19856.02000000001,37940.18999999997,100912.16999999998
338,339,-195.1,2025-09-26,1111,28,Clothing,Clothes,42920.85999999999,19856.02000000001,37940.18999999997,100717.06999999998
1928,1929,-151.98,2025-09-26,3333,10,Holidays,Hotel Stays,42920.85999999999,19856.02000000001,37788.20999999997,100565.08999999997
1025,1026,-58.19,2025-09-26,1111,5,Home Expenses,Water,42862.66999999999,19856.02000000001,37788.20999999997,100506.89999999997
1123,1124,-289.83,2025-09-26,2222,7,Home Expenses,Heating,42862.66999999999,19566.19000000001,37788.20999999997,100217.06999999998
1504,1505,-445.2,2025-09-27,3333,10,Holidays,Hotel Stays,42862.66999999999,19566.19000000001,37343.00999999997,99771.86999999997
776,777,-278.81,2025-09-27,2222,4,Purchases,Electronics,42862.66999999999,19287.38000000001,37343.00999999997,99493.05999999997
787,788,-23.55,2025-09-27,1111,27,Clothing,Shoes,42839.11999999999,19287.38000000001,37343.00999999997,99469.50999999998
468,469,-91.32,2025-09-28,2222,6,Home Expenses,Electricity,42839.11999999999,19196.06000000001,37343.00999999997,99378.18999999997
548,549,-97.15,2025-09-28,1111,21,Health,Pharmacy,42741.96999999999,19196.06000000001,37343.00999999997,99281.03999999998
405,406,-187.59,2025-09-29,3333,27,Clothing,Shoes,42741.96999999999,19196.06000000001,37155.41999999998,99093.44999999998
1498,1499,-70.77,2025-09-30,3333,6,Home Expenses,Electricity,42741.96999999999,19196.06000000001,37084.64999999998,99022.67999999998
155,156,-215.52,2025-10-01,3333,11,Holidays,Extra Holiday Expenses,42741.96999999999,19196.06000000001,36869.12999999998,98807.15999999997
797,798,-55.59,2025-10-01,3333,16,Leisure,Restaurant,42741.96999999999,19196.06000000001,36813.539999999986,98751.56999999998
135,136,12000.0,2025-10-02,1111,17,Income,Salary,54741.96999999999,19196.06000000001,36813.539999999986,110751.56999999998
1685,1686,-189.11,2025-10-02,1111,11,Holidays,Extra Holiday Expenses,54552.859999999986,19196.06000000001,36813.539999999986,110562.45999999999
603,604,919.27,2025-10-02,2222,12,Income,Investiments,54552.859999999986,20115.33000000001,36813.539999999986,111481.72999999998
1980,1981,-121.36,2025-10-02,2222,1,Car,Fuel,54552.859999999986,19993.97000000001,36813.539999999986,111360.36999999997
134,135,-100.0,2025-10-03,2222,20,Health,Health Insurance,54552.859999999986,19893.97000000001,36813.539999999986,111260.36999999997
1027,1028,-20.0,2025-10-03,2222,24,Telecom,Telecom,54552.859999999986,19873.97000000001,36813.539999999986,111240.36999999997
889,890,-75.23,2025-10-03,2222,6,Home Expenses,Electricity,54552.859999999986,19798.74000000001,36813.539999999986,111165.13999999998
229,230,-533.22,2025-10-03,2222,10,Holidays,Hotel Stays,54552.859999999986,19265.520000000008,36813.539999999986,110631.91999999998
132,133,-1200.0,2025-10-04,1111,8,Home Expenses,Rent,53352.859999999986,19265.520000000008,36813.539999999986,109431.91999999998
740,741,-57.68,2025-10-04,1111,5,Home Expenses,Water,53295.179999999986,19265.520000000008,36813.539999999986,109374.23999999999
969,970,-187.33,2025-10-05,3333,15,Groceries,Groceries,53295.179999999986,19265.520000000008,36626.209999999985,109186.90999999997
133,134,-40.0,2025-10-05,2222,19,Health,Gym,53295.179999999986,19225.520000000008,36626.209999999985,109146.90999999997
1184,1185,-364.78,2025-10-07,3333,10,Holidays,Hotel Stays,53295.179999999986,19225.520000000008,36261.429999999986,108782.12999999998
1654,1655,-69.05,2025-10-07,2222,28,Clothing,Clothes,53295.179999999986,19156.47000000001,36261.429999999986,108713.07999999999
477,478,-434.26,2025-10-08,2222,9,Holidays,Airplane,53295.179999999986,18722.21000000001,36261.429999999986,108278.81999999998
480,481,-384.55,2025-10-08,1111,10,Holidays,Hotel Stays,52910.62999999998,18722.21000000001,36261.429999999986,107894.26999999999
1166,1167,-33.53,2025-10-09,1111,3,Purchases,Home Items,52877.099999999984,18722.21000000001,36261.429999999986,107860.73999999999
966,967,-20.87,2025-10-09,2222,14,Leisure,Bar,52877.099999999984,18701.34000000001,36261.429999999986,107839.87
1990,1991,-114.94,2025-10-10,3333,1,Car,Fuel,52877.099999999984,18701.34000000001,36146.48999999998,107724.93
277,278,-76.74,2025-10-10,1111,16,Leisure,Restaurant,52800.359999999986,18701.34000000001,36146.48999999998,107648.18999999997
865,866,-172.27,2025-10-11,3333,15,Groceries,Groceries,52800.359999999986,18701.34000000001,35974.21999999999,107475.91999999998
1253,1254,-46.86,2025-10-11,1111,5,Home Expenses,Water,52753.499999999985,18701.34000000001,35974.21999999999,107429.05999999998
305,306,-37.11,2025-10-11,3333,26,Public Transports,Bus,52753.499999999985,18701.34000000001,35937.109999999986,107391.94999999998
1300,1301,-37.85,2025-10-13,1111,26,Public Transports,Bus,52715.64999999999,18701.34000000001,35937.109999999986,107354.09999999998
179,180,-14.27,2025-10-14,3333,26,Public Transports,Bus,52715.64999999999,18701.34000000001,35922.83999999999,107339.82999999999
1320,1321,-58.1,2025-10-14,3333,2,Car,Maintenance,52715.64999999999,18701.34000000001,35864.73999999999,107281.72999999998
1492,1493,-5.77,2025-10-14,3333,14,Leisure,Bar,52715.64999999999,18701.34000000001,35858.969999999994,107275.95999999999
1947,1948,-19.08,2025-10-15,3333,14,Leisure,Bar,52715.64999999999,18701.34000000001,35839.88999999999,107256.87999999998
1018,1019,-539.45,2025-10-15,1111,23,Taxes,Income Taxes,52176.19999999999,18701.34000000001,35839.88999999999,106717.43
148,149,-288.16,2025-10-15,1111,4,Purchases,Electronics,51888.039999999986,18701.34000000001,35839.88999999999,106429.26999999999
1677,1678,-131.07,2025-10-18,1111,16,Leisure,Restaurant,51756.96999999999,18701.34000000001,35839.88999999999,106298.19999999998
1285,1286,-682.0,2025-10-19,3333,4,Purchases,Electronics,51756.96999999999,18701.34000000001,35157.88999999999,105616.19999999998
144,145,-1038.11,2025-10-19,2222,9,Holidays,Airplane,51756.96999999999,17663.23000000001,35157.88999999999,104578.09
960,961,-307.54,2025-10-19,3333,4,Purchases,Electronics,51756.96999999999,17663.23000000001,34850.34999999999,104270.54999999999
643,644,-125.38,2025-10-20,1111,15,Groceries,Groceries,51631.58999999999,17663.23000000001,34850.34999999999,104145.17
1541,1542,-99.06,2025-10-21,1111,18,Health,Medical Appointments,51532.52999999999,17663.23000000001,34850.34999999999,104046.11
696,697,-445.92,2025-10-22,3333,10,Holidays,Hotel Stays,51532.52999999999,17663.23000000001,34404.42999999999,103600.19
1740,1741,-24.03,2025-10-23,2222,25,Public Transports,Train,51532.52999999999,17639.20000000001,34404.42999999999,103576.16
990,991,-169.31,2025-10-24,2222,27,Clothing,Shoes,51532.52999999999,17469.89000000001,34404.42999999999,103406.84999999999
1013,1014,-149.34,2025-10-24,3333,6,Home Expenses,Electricity,51532.52999999999,17469.89000000001,34255.09,103257.51
1274,1275,-87.03,2025-10-27,1111,21,Health,Pharmacy,51445.49999999999,17469.89000000001,34255.09,103170.48
1193,1194,-59.42,2025-10-27,3333,1,Car,Fuel,51445.49999999999,17469.89000000001,34195.67,103111.06
313,314,-392.78,2025-10-28,1111,10,Holidays,Hotel Stays,51052.719999999994,17469.89000000001,34195.67,102718.28
1339,1340,-259.43,2025-10-28,1111,10,Holidays,Hotel Stays,50793.28999999999,17469.89000000001,34195.67,102458.85
904,905,-112.85,2025-10-28,1111,18,Health,Medical Appointments,50680.439999999995,17469.89000000001,34195.67,102346.0
354,355,-67.47,2025-10-28,1111,6,Home Expenses,Electricity,50612.969999999994,17469.89000000001,34195.67,102278.53
1591,1592,729.69,2025-10-28,3333,12,Income,Investiments,50612.969999999994,17469.89000000001,34925.36,103008.22
731,732,-649.4,2025-10-30,1111,23,Taxes,Income Taxes,49963.56999999999,17469.89000000001,34925.36,102358.82
614,615,-155.97,2025-10-30,2222,3,Purchases,Home Items,49963.56999999999,17313.92000000001,34925.36,102202.85
391,392,-231.63,2025-10-31,1111,11,Holidays,Extra Holiday Expenses,49731.939999999995,17313.92000000001,34925.36,101971.22
1398,1399,-83.36,2025-11-01,1111,3,Purchases,Home Items,49648.579999999994,17313.92000000001,34925.36,101887.86
138,139,-100.0,2025-11-01,3333,20,Health,Health Insurance,49648.579999999994,17313.92000000001,34825.36,101787.86
1102,1103,-20.0,2025-11-01,2222,24,Telecom,Telecom,49648.579999999994,17293.92000000001,34825.36,101767.86
1029,1030,-142.8,2025-11-02,2222,3,Purchases,Home Items,49648.579999999994,17151.12000000001,34825.36,101625.06000000001
793,794,-196.39,2025-11-02,2222,3,Purchases,Home Items,49648.579999999994,16954.73000000001,34825.36,101428.67
137,138,-40.0,2025-11-03,1111,19,Health,Gym,49608.579999999994,16954.73000000001,34825.36,101388.67
164,165,-88.35,2025-11-03,1111,16,Leisure,Restaurant,49520.229999999996,16954.73000000001,34825.36,101300.32
1373,1374,-13.47,2025-11-03,2222,25,Public Transports,Train,49520.229999999996,16941.26000000001,34825.36,101286.85
1491,1492,-341.67,2025-11-03,1111,10,Holidays,Hotel Stays,49178.56,16941.26000000001,34825.36,100945.18000000001
